Import.export,Country,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Food export, current US$",Myanmar,#VALUE!,#VALUE!,204181240.9,211476881,179752140.9,168789091.3,140012329.8,85241161.21,64911324.88,81618621.6,70898149.5,80282966.69,64237546.82,42645485.13,98777376.77,101941116.6,132394119.7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,214891484.5,283518045.1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1699913794,2624075149,2975189224,3208276547,2895166928,3416209083,4144598115
,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Namibia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,260860793.2,202651273.6,183275988,294377765.3,444954520.6,461396653.7,467418753.2,541487724.5,604921239.5,735682487.3,829040284.7,928249155.9,941663971.8,993621526.8,964034870.3,942921421.3,867717153.5
"Food export, current US$",Namibia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,383604006,428146152.4,401568520.1,609054318.8,542974109.1,646014932.6,685745486,697761455.5,708034465.1,756680457.9,1016623892,1089951273,1215628995,1117036883,907166807.1,1158725177,1364598489
,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Nauru,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Nauru,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Nepal,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,13195242.84,5044836.637,9907150.808,6431298.591,17419569.69,10355927.33,14819810.55,35226038.26,42178796.11,74547470.48,60846288.92,63343257.58,63929993.95,48299612.23,#VALUE!,#VALUE!,99599694.52,74787519.49,87164323.58,81508039.93,141648381.7,162682267.6,159748431.9,199342227.8,126930196.5,242600215.7,198367920.9,#VALUE!,#VALUE!,303129293.2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,673871870.1,726560281.5,857529038.4,1074699697,1264891582,1402116332,1217427306,#VALUE!
"Food export, current US$",Nepal,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,16997903.05,22639559,29143180.7,17708384.59,31187934.9,40290632.45,17116275.23,17100017.15,34448928.01,30363412.42,47347734.68,56130652.26,42245918.94,34940096.8,#VALUE!,#VALUE!,27003337.03,40472125.22,54947625.17,43213677.86,25629623.35,26937935.56,37594475.45,40426292.93,38722271.71,126339521.6,79683110.1,#VALUE!,#VALUE!,136333075.7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,206591226.9,172901826.6,171208042,218471022.1,180397947.8,223650170.7,193829998.1,#VALUE!
,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Netherlands,#VALUE!,#VALUE!,1902508463,1182712967,1380946039,1444321163,1509972860,1600671199,1767287181,2080682117,2376620408,2677554362,3269389990,4837026715,6063049481,6648942381,7293183169,8535466429,9848587005,11860868335,11723009774,10429337137,10080522911,9600019199,9671265039,9712622407,11274873909,13643322436,15637114711,13852076873,15896097689,16587836779,18811209779,18386034189,22711970997,25810999713,25944889421,21007636654,22290726818,23064530904,18749385942,18296062151,21391939349,27182367468,30068947033,32225839140,35267610126,44994395714,57527159463,48492357822,51509769028,71808341527,69069417683,73329408669,72302743388,66230892316,70500710185
"Food export, current US$",Netherlands,#VALUE!,#VALUE!,2710006943,1540524208,1680068490,1898865230,1898004202,2128506696,2368873656,2776211217,3273789002,3652999560,4373048291,6328086747,7560790565,9000787613,9925283492,10861135459,12835620519,15256220069,14689597419,14452207954,13980913212,13293302111,13320991068,13222775461,16578180396,19903157028,21393485946,21996618424,26283611988,27117738306,29728166300,30058917771,33930600333,40288864762,39742560057,33237401922,36452454989,37497294588,29533662729,29452153953,34273580928,42385457492,47968960715,51229422245,56413026982,68957056254,82692627735,73033101894,77529592985,1.05E+11,96337283041,1.05E+11,1.05E+11,89906642520,99756034715
,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",New Caledonia,#VALUE!,#VALUE!,9310422.745,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,65044623.22,58274500.27,61194560.34,66470194.91,75574726.07,85962209.38,83288307.06,80095732.25,69376909.39,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,158742327.1,139429397.9,143005448.6,153657087.7,188121146.5,222967124.7,233222857.2,254199959,298100185.5,376778215.5,310509629.6,365456480.4,430696122.5,425760281.8,432775394.3,440398835,423862024.4,#VALUE!
"Food export, current US$",New Caledonia,#VALUE!,#VALUE!,841093.4365,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1243770.443,897806.0423,1144367.587,1084353.428,1230195.126,1465250.443,1648520.925,2125767.192,1967831.009,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28621678.63,24221245.84,27227156.56,29258513.38,30304281.92,33309286.76,32888226.67,34964622.06,31462650.53,25749302.9,13039895.06,25763647.33,24264137.42,24541647.14,25137370.31,26031190.77,16565017.04,#VALUE!
,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",New Zealand,#VALUE!,#VALUE!,#VALUE!,#VALUE!,85381252.27,80559567.41,72433219.02,67084972.55,66481958.89,65415847.09,85967713.48,95076878.2,109517089.8,158755764.9,257790347.4,228991665.2,202774751.6,226083604.5,245128472.1,282193186.4,327112185.6,331917273.2,388683753.1,335635157.3,402691516.6,372634611.9,392093161.4,489077557.1,565651544.4,654210063.9,643787315.2,655351780.2,667897716.4,746301275.1,894222917,1033546301,1120132637,1128827198,1150093065,1112999873,1073822287,1110438878,1286500123,1512796691,1759283291,2004184797,2137921968,2648084139,3215964200,2734120631,3239564352,3994989154,4042553051,4205685976,4583050094,4141965704,4129429203
"Food export, current US$",New Zealand,#VALUE!,#VALUE!,#VALUE!,#VALUE!,563294775.8,569790513.9,568728691.2,630590731.7,594646995.4,702978422.9,722577630,829927677.5,1020399509,1401365797,1285495665,1165721674,1380562869,1522534742,1761916962,2201361295,2596785720,2875796790,3000381765,2799796584,2649687304,2762805475,2832052362,3400866155,3925588485,4047258991,4413471456,4602526329,4835365549,5029582886,5463094061,6073391899,6711125204,6644107504,5616540038,5708640814,6084336346,6782862958,7021588687,8168357320,10343157316,11345164139,11639063943,14118858119,16108944188,13887793088,17492215368,21112755612,21090391471,23173703473,25374216297,20832749174,20649231528
,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Nicaragua,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,20234400.55,19371365.88,19566016.28,20606310.29,16523660.88,19498970.99,22175538.69,25542357.79,41429547.62,44727855.89,43993607.81,46967768.01,59005455.15,59630440.14,49783953.58,136902344.1,173249116.8,95036675.83,105228245.3,115511702.1,91610290.58,103429187.8,#VALUE!,112145530,116110648.3,123044001.1,170835262.6,200177897,160523100,169101472.2,174899334.7,215529285.5,209491682.1,263192827.5,346420524.2,286321773.1,283270257.9,262542407.3,274275715.8,295352768.6,390690252.4,395881365.9,636439594.8,656113181.3,692951678.2,783361989.6,1095406030,1024222334,1152506900,1157288197,1205231637,#VALUE!
"Food export, current US$",Nicaragua,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,59273037.5,59610234.93,67669509.64,74384934.25,81755611.72,101479028.1,103787309.4,133409757.8,148618898.3,143121152.1,192859647.7,296965589.5,356802650.6,368977824.2,346262228.1,336438441.6,312171366.3,274668874.3,279630206,216221340.1,170963041,183703467.9,#VALUE!,155111141.9,218853893.9,253700769.4,187445615.8,171599637.9,212494088.8,271298328.3,347995637.2,279176133,400741874.1,503278087.6,477709409.8,567437537.8,482196635.5,464754042.9,503886868.3,643966303.1,1402642935,1660416599,1860968744,1262462322,2084462661,2867490343,3702542635,2525807525,2360981615,2638467800,2472077044,#VALUE!
,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Niger,#VALUE!,#VALUE!,6660167.884,4549060.636,5043643.519,5036901.268,6383353.805,7456388.342,5653137.492,6494026.083,8278848.003,7039802.99,10474786.34,17158736.53,21556117.83,21789195.56,12532508.79,23764482.1,52314798.47,54441251.04,#VALUE!,119962278.5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,121018642.2,194640493.4,143604338,181872948.4,141672231.8,152345774.3,187246613.3,177245359.8,207356267.6,232393864.2,322504573.2,264283642.2,271430526.8,422078797.1,342071210.1,374249532,346750324,602624883.7,663015954.1,543074189.5,414653955.8,393701380
"Food export, current US$",Niger,#VALUE!,#VALUE!,17890259.71,18651114.05,16702077.17,22340456.59,30521328.66,31195001.6,25750462.56,20668192.76,28902036.89,26029873.6,39228232.79,29971704.59,17935967.83,27382090.1,41202424.64,32565057.42,34616718.24,38617924.6,#VALUE!,74338960.58,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,50229283.15,103661611.7,68971795.32,96046375.46,104701337.4,123191985.3,122376902.2,104441630.7,123773781.1,196072070.4,167610219.9,182708838.3,189565148.5,391458287.5,308126772.5,243079203.2,153866710.1,228213664.6,127597492.2,164652342.1,161049136.4,406155425.1
,Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Nigeria,#VALUE!,#VALUE!,80373984.68,70342180.38,65670827.34,70431802.78,79081183.54,65537601.51,43718216.6,61159338.14,87318943.35,130574359.2,152594574.7,201381888.9,264271612.1,566676009.7,830171974.3,1427911906,1811635843,1721515313,#VALUE!,3245189928,#VALUE!,2641334517,1993390973,1594035903,636147225.3,424837096.7,#VALUE!,#VALUE!,#VALUE!,571811343.7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1127134970,1746912887,1805089032,2320597115,1736946804,2514604049,1477385414,1681777094,#VALUE!,#VALUE!,4762028046,6986235747,4883645460,4010316721,4533339218,17114372080,11581918360,9984132290,10216302708,#VALUE!,5011392355
"Food export, current US$",Nigeria,#VALUE!,#VALUE!,301892991.7,324085466.4,366559548,407040584.3,372929206.1,346044172.4,374065476.4,375125235.5,388667775.6,352873850,278984141.7,407271632.9,466271730,404734199.2,472712019.3,670602543.7,748538387.8,621335444.3,#VALUE!,389037313.5,#VALUE!,390835348.8,324113557.5,273308948.4,263777687.8,231100628.7,#VALUE!,#VALUE!,#VALUE!,179110461.5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,266881578.3,23146908.75,40908676.74,41881350.96,29049034.64,2825544.78,114681300.8,5665751.742,#VALUE!,#VALUE!,32523033.79,1081088512,1111288110,2572590000,2804815639,2083214439,6123460988,5172565414,1763853021,#VALUE!,644610248.1
,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",North America,#VALUE!,#VALUE!,5178021497,5432621345,5683857354,5722671637,6475390492,6577497318,7345717520,7378050882,8425968942,8706468553,10027416921,12688491573,15623009949,14796380089,17018731499,19598518824,21792665690,24746862690,25890655903,26121266962,24567606052,25826400331,30008543407,29705176088,32698353401,33154766212,33766834086,35116125832,37640795029,38108500130,39969098988,40901236863,44020698485,46505908379,50732316373,56054454379,57642531756,60423416872,62117098535,63524944004,69254282392,76383637892,83511065796,91536175170,1.02E+11,1.13E+11,1.23E+11,1.14E+11,1.28E+11,1.49E+11,1.51E+11,1.57E+11,1.72E+11,1.73E+11,1.75E+11
"Food export, current US$",North America,#VALUE!,#VALUE!,5737135787,6490593825,7563857150,7569355850,8512949132,7708142972,7604805082,7331769300,9075409654,9744279445,11837043873,20951052474,25834702372,26106492455,27664143182,28466638445,34931718530,41921402666,49476733165,53489263761,46750596044,46941168027,48573928706,38756176837,37536789763,39231376591,51206054446,53150908883,55162191311,55788488270,61895641942,61474268037,65715359290,77165836350,84177082676,80485642190,74236374163,71977497681,76443028783,78418337477,76011556791,83837004034,89847714214,93634756470,1.03E+11,1.29E+11,1.65E+11,1.44E+11,1.66E+11,1.97E+11,2.06E+11,2.11E+11,2.24E+11,2.05E+11,2.09E+11
,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Northern Mariana Islands,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Northern Mariana Islands,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Norway,#VALUE!,#VALUE!,201922506.3,228591720.5,239707968.6,238152501.6,260924583.5,260096629.6,268987378.4,265165569,284837873.1,292848189.6,343851905.2,493040337.1,680134272.5,657605423.2,791338424.9,870250941.5,926235359.1,1077625150,1273217344,1129703532,988212408,930894293.2,919115472.8,956991371.6,#VALUE!,#VALUE!,1418855331,1468940457,1604152142,1602000645,1749598345,1607605526,1893843540,2250670301,2480408045,2346065368,2479102329,2431168312,2222166469,2340615899,2615754927,3027709151,3494560253,3778946498,4252117849,5454509987,6506210279,5780489947,6124674628,7563004873,7896976088,8332428045,8381760251,7258228656,7302390262
"Food export, current US$",Norway,#VALUE!,#VALUE!,181829468.1,177027002.7,200590303.3,264562637.4,281338792.7,289103918,257517921.1,272321598.9,319349774.6,361341003.3,445658390.6,646818086.4,677879154.3,610955718.4,837978215.6,1045354848,1018468214,1118117660,1231468892,1269716519,1126044768,1207862011,1120045554,1131343463,#VALUE!,#VALUE!,1879587181,1833366024,2363570342,2579142468,2797400300,2563245044,3068876777,3502640287,3867526708,3784624661,4027330660,4115936297,3838067261,3669045124,3914742252,4047474507,4610949442,5415570622,6013983257,6823027195,7488215139,7740343489,9456508694,10163133576,9683766272,11260354269,11710677273,9847382113,11594076761
,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Not classified,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Not classified,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",OECD members,#VALUE!,#VALUE!,22455416556,23812740273,24838778082,26387264620,28536271416,28091497582,29470152196,32786986236,37670482864,42375244230,48432330565,67634783495,84603127130,88265222120,91647419757,1.09E+11,1.22E+11,1.43E+11,1.59E+11,1.53E+11,1.41E+11,1.43E+11,1.51E+11,1.48E+11,1.75E+11,1.98E+11,2.22E+11,2.30E+11,2.55E+11,2.66E+11,2.83E+11,2.69E+11,3.08E+11,3.45E+11,3.59E+11,3.47E+11,3.53E+11,3.53E+11,3.38E+11,3.45E+11,3.72E+11,4.28E+11,4.81E+11,5.19E+11,5.59E+11,6.54E+11,7.64E+11,6.72E+11,7.25E+11,8.76E+11,8.70E+11,9.11E+11,9.35E+11,8.48E+11,8.81E+11
"Food export, current US$",OECD members,#VALUE!,#VALUE!,19792759517,19133887814,22106374289,23312048509,25311764026,25772079474,26244275764,28906891189,33438262052,37585066095,45339850640,64131930574,78651284235,86011154827,91786157470,1.06E+11,1.26E+11,1.49E+11,1.67E+11,1.67E+11,1.52E+11,1.46E+11,1.52E+11,1.44E+11,1.75E+11,1.98E+11,2.24E+11,2.32E+11,2.61E+11,2.68E+11,2.90E+11,2.81E+11,3.09E+11,3.58E+11,3.68E+11,3.52E+11,3.45E+11,3.40E+11,3.23E+11,3.26E+11,3.43E+11,3.98E+11,4.53E+11,4.80E+11,5.22E+11,6.19E+11,7.35E+11,6.52E+11,7.19E+11,8.61E+11,8.65E+11,9.18E+11,9.36E+11,8.46E+11,8.74E+11
,OECD members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OECD members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Oman,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,101660736.3,104163721.7,134404339.6,165170286.3,217284288.1,263420043.4,325693395.8,363248150.7,385298141,440955439.1,452694512.7,417732067.9,418368394.7,466749356,476481446.5,518613265.8,623884819,757417173.7,797885436.1,831605423.8,887816169.4,850209239,858626148.6,968761157.8,1094350658,1061473556,1328601841,1325476290,379313396.9,1168561266,1059835454,1168757146,1565150354,2522592051,1956760500,2413541398,2644382941,2958616567,3177498881,3631407446,3597902805,3702779810
"Food export, current US$",Oman,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2185922.63,#VALUE!,#VALUE!,#VALUE!,29510660.69,30920807.15,44903844.68,33979797.72,39380934.72,48920498.18,62082005.27,56230657.88,68736288.3,89890301.53,86754620.72,80583445.64,112293805.2,168427673.6,234766565.5,254930284,292193311.3,275328412.3,316737799.5,330086764.7,323171497.2,327340492.7,669122325.7,685689690.1,108429528,435698706,474362591.3,417878974.4,509867528.3,941254790.3,845650285.9,912076619.6,1056228552,1079477585,1350116690,1160580329,1442613416,1334343670
,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
