Import.export,Country,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Food export, current US$",Serbia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,726555122.4,#VALUE!,1223603845,1642322137,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Seychelles,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,4414275.898,5060216.496,6985867.108,9323591.907,9350349.589,9635920.704,11109114.34,14068921.75,15951245.12,20649412.01,19274080.54,20976886.75,16750040.99,18282522.41,17712714.84,20799157.05,24638201.58,34264640.52,31835356.45,35173135.35,34768387.9,41994530,47415288.69,43781137.44,49473371,74551834.84,87912183.21,92066231.42,96293251.06,34688801.12,107418911,127888699.8,124564212.3,135612126.2,145244767.6,181482662.6,190297258.4,186543350.7,#VALUE!,167782224.4,156578493.2,223408148.2,300106095.9,272414304.9,242839845.3,191096093.3
"Food export, current US$",Seychelles,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1673224.441,2364278.94,3351878.996,6925889.666,5964141.042,7913098.852,10111794.85,13494596.45,20151062.43,19046268.72,14727298.91,14457901.47,19372323.03,3141819.748,3099821.759,17304329.72,21790887.1,31836868.2,33865145.32,55682890.22,48795255.07,47631274.86,50373873.44,50350602.77,51270055.92,138754788.4,111960193.4,121922112,144913056.1,184129140.7,213556191.2,219890217.5,273030218.7,289309430.7,308566625.5,354040382.8,352090425.6,251640948.9,#VALUE!,340416960.2,178119149.4,439716372.1,554631974.6,516065637.4,329577539.3,412168272.9
,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Sierra Leone,#VALUE!,#VALUE!,#VALUE!,18188445.62,17986441.39,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,26595141.8,44262848.1,56745320.85,37388857.37,33638785.43,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,44119010.95,32544963.43,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,48753681.33,#VALUE!,59541899.19,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,171962753.2,317064681.3,444445143.6
"Food export, current US$",Sierra Leone,#VALUE!,#VALUE!,#VALUE!,12412673.32,14674534.76,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,21036256.8,28141803.7,29843205.33,29134875.23,22131035.79,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,38970515.65,41708956.55,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2454312.144,#VALUE!,44599019.74,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,62765096.96,449324321.7,495565853.7
,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Singapore,#VALUE!,#VALUE!,286006291.9,328415207.8,270654403.1,295062743.3,299800180.8,317073963.8,342776617.6,368131963.2,403639641.8,440732020.1,481643407.8,652911957.9,867405860.9,875237676,942278672.5,1204235638,1310363354,1705130927,2035095701,2080740975,2197780376,2195761207,2897255753,2521556402,2413384973,2597640081,3229769378,3364420036,3688360532,4174771169,4590539683,5015111833,5369773353,5713224732,5803998709,5730586229,4452439317,4452626302,4363864006,4247220215,4205495235,4105838525,5319189847,4893400210,5393061175,6719152612,8135902419,7266163078,9910486137,12383236408,12621514749,12990289597,13409733832,12304142071,12433384374
"Food export, current US$",Singapore,#VALUE!,#VALUE!,200137784.6,228089535.5,166669614.1,178807870.9,189421200,210008991,224007459.7,228467663.4,254506187.2,272286471.8,276806357.9,346740254.3,500639794.5,511224286,516237008.3,811758143.8,953372147.1,1246896150,1572282144,1534752695,1606599260,1392068247,2211080397,1840918161,1796446438,1895100444,2392102991,2572300949,2750408710,3299239997,3546712168,3701444323,4359729327,4676464412,4541203906,4418893251,3767996092,3227217679,3096909830,2786742338,2865197169,2694357779,3613004390,3387098035,3902017724,4758587410,5822719455,5336356918,6951851852,8812641239,8859406216,9680859233,10575451886,10172869084,10077059279
,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Sint Maarten (Dutch part),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Sint Maarten (Dutch part),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Slovak Republic,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,577391258.7,780880744.8,910366543,813122712.2,845231668.2,744220814,716278652.1,843834205,900995782.7,1049273385,1509662558,2095601107,2276997926,3232456705,4086782136,3851936234,4074514422,5097067887,4998014847,5078461933,4890819710,4152469262,4463679725
"Food export, current US$",Slovak Republic,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,382289088.3,528448903.7,460554165.4,434942628.5,442474865.1,403466562.7,377197879.3,448036845.8,514890218.2,668227829.7,1034240142,1457407511,1745592310,2261392903,2581676631,2620995861,2776872978,3860064689,4523771189,4158929317,3505719698,2970903701,3010380779
,Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Slovenia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,553403319.7,549070743.5,#VALUE!,739118088.9,739404550.5,697971898.3,689791671.4,641337277.6,605371391.4,627448634.4,673929448.8,820544372.5,1055020347,1250764036,1477368883,2041070955,2574440867,2359054470,2414266961,2906229615,2584100354,2794617488,2842467464,2590037883,2751474217
"Food export, current US$",Slovenia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,435880596.6,290873121.8,#VALUE!,322494465.2,346152310.5,327928299,346821597.4,330693710.7,322531706.4,336994767.8,378955244,445872475.2,443270496,539199276.6,703888979.7,974496508,1290064530,1108965326,1198756774,1424551360,1229314104,1370179770,1479114629,1377328911,1798527109
,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Small states,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,6183244583,7283868527,#VALUE!,#VALUE!,#VALUE!,6855894240,7066670764,7372988288,8000277420,9020978853,10324959692,11641736248,14517397446,17807691150,18493989997,17169733456,21885995003,23402857706,21405581431,21916520337,20628580454,20212862918
"Food export, current US$",Small states,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,387992884,510357250.2,1079376639,1171200682,#VALUE!,#VALUE!,1358685485,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1585810267,1941996843,2043100696,2078144965,1849532138,2022469204,2901449504,2894086452,#VALUE!,2781578625,2995331357,3610094780,3488447008,3613984940,4508788572,5117060927,7026859536,7447243985,8096292716,10691812777,7893121481,11172543483,14559683951,#VALUE!,18524136606,16161259051,11311932903,10059334753
,Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Solomon Islands,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3508091.863,3154340.769,4402671.249,5064590.095,6907976.092,6193374.829,6404075.663,7117338.54,9141764.945,12231190.88,12892814.65,13442296.69,13812183.27,12355247.45,16777910.63,17461898.95,15541505.41,15309682.78,20669707.37,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,94807352.2,102212752,112838185.7,103714258.1
"Food export, current US$",Solomon Islands,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,4439872.049,6174603.715,6647204.77,6539121.853,19515594.21,10765143.71,15981581.74,23522851.68,27764202.97,49302858.88,52972919.33,45700542.05,32386434.65,44090165.08,66198171.43,50536795.62,42290667.92,41059032.22,56844517.99,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,49414371.57,64431409.09,58875951.1,98971200.22
,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Somalia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Somalia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",South Africa,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,423910878.4,408706779.5,353113920.1,397485922.6,361498293.5,444012634.3,571365176.6,808113235.8,640750308,1031614137,1282379925,691472329.5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1657000953,1231392701,1480152184,2039314324,1928524422,1829571282,1531615600,1446115885,1389503352,1229052583,1453346313,1975028117,2648934307,2767228515,3428298483,4559566556,5336218423,4827773363,6405581324,8503911532,9089732030,8267298661,7663985944,6433129117,7649223167
"Food export, current US$",South Africa,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2367981546,2520742200,1815935710,1874159837,2193057310,2676043991,2230661472,2026377271,1661870502,1193133926,983785559.9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1917550634,1565870488,2166891877,2217268446,3247783119,3348239524,3181799479,2716363738,2540669317,2632493525,3153177244,3616864210,4049127992,4408051992,4138667688,4613737359,5931875840,6265375968,9104216976,10059409443,9654470291,10100043126,10136883532,9594868592,8958386852
,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",South Asia,#VALUE!,#VALUE!,764082331,781167477.1,987099196.6,1142758940,1904412742,1635529038,1068523765,933218167.9,888270017.7,686931990.3,611074522.6,1244910175,1983762066,3506385445,2664925966,1989898644,2255742376,2084296661,2761347725,2725899189,#VALUE!,3159115784,3390454257,3012676656,2524367088,2940521591,3434473691,2361958191,2387264736,1858104685,2590666891,2243196540,3062037358,3929542469,4296739961,5314605453,7117739410,6393879235,5430715158,5913819704,6337802965,8213701244,8855139554,10359728216,11885395040,16367515050,20077375325,21274077010,27480186762,35002491862,34837560980,33701061495,33534043197,38904015939,36730366290
"Food export, current US$",South Asia,#VALUE!,#VALUE!,916901220.1,1036581725,1021177486,975650460.4,1049477450,973963050.9,844188403.5,776576752.4,926841871.7,983284131.8,1322728003,1620557747,2100035713,2484925082,2637724076,2925916381,2878104693,3782263663,3766139679,4092885175,3800147471,3589647678,3724751486,3724811005,3739388501,3677938984,3655572196,3992464771,4324159821,4687913249,5009577135,5596413539,6096439423,8185718238,8853932842,8906622084,8531714811,8079842290,8053307538,8305587745,8836639629,9295762070,11040252617,12634582219,14558087474,18602172999,26350325884,18822947555,25938534121,36818845503,39746179986,45564411781,49595313487,40762813886,41682325106
,South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",South Asia (IDA & IBRD),#VALUE!,#VALUE!,764082331,781167477.1,987099196.6,1142758940,1904412742,1635529038,1068523765,933218167.9,888270017.7,686931990.3,611074522.6,1244910175,1983762066,3506385445,2664925966,1989898644,2255742376,2084296661,2761347725,2725899189,#VALUE!,3159115784,3390454257,3012676656,2524367088,2940521591,3434473691,2361958191,2387264736,1858104685,2590666891,2243196540,3062037358,3929542469,4296739961,5314605453,7117739410,6393879235,5430715158,5913819704,6337802965,8213701244,8855139554,10359728216,11885395040,16367515050,20077375325,21274077010,27480186762,35002491862,34837560980,33701061495,33534043197,38904015939,36730366290
"Food export, current US$",South Asia (IDA & IBRD),#VALUE!,#VALUE!,916901220.1,1036581725,1021177486,975650460.4,1049477450,973963050.9,844188403.5,776576752.4,926841871.7,983284131.8,1322728003,1620557747,2100035713,2484925082,2637724076,2925916381,2878104693,3782263663,3766139679,4092885175,3800147471,3589647678,3724751486,3724811005,3739388501,3677938984,3655572196,3992464771,4324159821,4687913249,5009577135,5596413539,6096439423,8185718238,8853932842,8906622084,8531714811,8079842290,8053307538,8305587745,8836639629,9295762070,11040252617,12634582219,14558087474,18602172999,26350325884,18822947555,25938534121,36818845503,39746179986,45564411781,49595313487,40762813886,41682325106
,South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",South Sudan,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",South Sudan,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Spain,#VALUE!,#VALUE!,311068067.2,437118652.8,412357836.1,616722116,708832463.4,675035519,627356713.2,717220734.5,742855454.5,879680001.2,1113815768,1633581914,2363978378,2692353824,2303399838,2772373441,3059045339,3739200737,4262659298,3825743042,3836744870,3714920171,3464016774,3188646093,4527669287,5585820633,6758000713,7601185331,9464040258,11008704910,12110774594,10525496502,12117088652,15481286083,14942016989,13624516795,15629899619,14134750213,14295252945,15458164805,17005164658,20817871808,24641195188,26638626414,27630261319,33956992257,38932007501,32986721165,34072362943,39661328362,37433139251,37760568248,38757161552,35232893734,36948635503
"Food export, current US$",Spain,#VALUE!,#VALUE!,408854926.9,382998926.8,486154038,441141086.6,546014283.2,612663778.7,581561148.1,632060124.1,838769792.5,914339323.9,1066515933,1522566417,1705153625,1709322204,1965976910,2164014283,2584350296,3695198892,3725186595,3769379055,3305610236,3107006322,3678094866,3609872700,4444941633,6080542418,6948823210,7012882071,8197149309,9289913080,9773640734,10284033983,12171013297,15118258843,16666021221,15982712239,17099652054,15261856689,15615795736,16993605514,18923359348,23529391399,26479322637,27169817320,28957887167,34142231081,40011598124,36478049652,38510874137,44065570528,45720124118,48772363591,50523221027,45890826493,49106848322
,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Sri Lanka,#VALUE!,#VALUE!,135045052.9,135324164.9,214936139.9,128172028.4,191676434.8,166507925.9,165667479.9,158753581.2,181136953.4,165768837.4,175621900.5,#VALUE!,330679451.2,381614216,211138265.3,279221070.5,287234123.3,338347395.9,415492182.7,357939801.5,234794452.2,312585461.6,285285846.5,367879915.5,329345875.3,321074759.9,458579845.5,455879832.1,512412899.1,533914530.3,568385191.7,557880545.8,757193027.8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,914432595.9,957010408.5,857738361.2,869232883.2,908650777,981886958.6,1100656347,1266862321,1346704307,1934754147,1582310358,2074100016,2695408036,2207294836,2178036457,2565031849,2489809980,2360333111
"Food export, current US$",Sri Lanka,#VALUE!,#VALUE!,302938491.9,293160383.6,312067084.3,327410709.3,270724052.8,271862626.2,268688788.1,232141267.8,247967367,265620541.6,256924502.1,#VALUE!,299247416.4,363225862.7,334614657.6,496124761.2,538600224.8,532211805.8,501226795.5,519735214.1,473773436.3,502078848.2,766676959.6,613273725.5,479027061.9,501294146.4,525862348.5,537236763.5,656318805.2,594197024.7,552141395.8,629277249.3,680983109.5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,970585804.4,1100290060,1021594966,984621245.5,1080235742,1187365873,1410914285,1543208580,1857996324,2145382745,1937858957,2313245442,2635048584,2477529944,2712691914,2990363965,2706664122,2590715661
,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
